"EAN","IMG","Price","_type","name"
"4010355331168","https://cdn02.dm-static.com/images/mediacatalog/h4010355331168-1256848/productimage_170x260/1507286427000/4010355331168-1256848_org.png","1,35 €","DmBotItem","Styling Creme Gel Partyresistenter Kleber"
"4010355022011","https://cdn02.dm-static.com/images/mediacatalog/h4010355022011-752799/productimage_170x260/1506501936000/4010355022011-752799_org.png","0,95 €","DmBotItem","Reinigungstücher Soft & Clear"
"4010355058591","https://cdn02.dm-static.com/images/mediacatalog/h4010355058591-995695/productimage_170x260/1507105829000/4010355058591-995695_org.png","0,65 €","DmBotItem","Lippenpflege Intensiv "
"4010355992192","https://cdn02.dm-static.com/images/mediacatalog/h4010355992192-727304/productimage_170x260/1507192223000/4010355992192-727304_org.png","5,95 €","DmBotItem","Beauty Effect Nachtcreme"
"4010355039934","https://cdn02.dm-static.com/images/mediacatalog/h4010355039934-753497/productimage_170x260/1506501949000/4010355039934-753497_org.png","1,95 €","DmBotItem","Reichhaltige Nachtcreme"
"4010355125767","https://cdn02.dm-static.com/images/mediacatalog/h4010355125767-825083/productimage_170x260/1506518157000/4010355125767-825083_org.png","0,55 €","DmBotItem","Flüssigseife Sensitive"
"4010355090669","https://cdn02.dm-static.com/images/mediacatalog/h4010355090669-907399/productimage_170x260/1506584742000/4010355090669-907399_org.png","0,95 €","DmBotItem","Shampoo pH 5,5 Hautneutral"
"4010355174468","https://cdn02.dm-static.com/images/mediacatalog/h4010355174468-1230466/productimage_170x260/1507117545000/4010355174468-1230466_org.png","4,95 €","DmBotItem","Rasierer 5 Klingen Fantastique"
"4010355215789","https://cdn02.dm-static.com/images/mediacatalog/h4010355215789-935957/productimage_170x260/1506587447000/4010355215789-935957_org.png","0,85 €","DmBotItem","Styling Gel Power Flex"
"4010355082251","https://cdn02.dm-static.com/images/mediacatalog/h4010355082251-856218/productimage_170x260/1506523558000/4010355082251-856218_org.png","2,95 €","DmBotItem","Fußbad Totes Meer"
"4010355196620","https://cdn02.dm-static.com/images/mediacatalog/h4010355196620-875527/productimage_170x260/1506581152000/4010355196620-875527_org.png","0,75 €","DmBotItem","Duschgel Family Frische Energie"
"4010355991331","https://cdn02.dm-static.com/images/mediacatalog/h4010355991331-727274/productimage_170x260/1506501931000/4010355991331-727274_org.png","2,95 €","DmBotItem","Blasenpflaster"
"4010355023131","https://cdn02.dm-static.com/images/mediacatalog/h4010355023131-870219/productimage_170x260/1507191016000/4010355023131-870219_org.png","0,95 €","DmBotItem","Aqua Tuch-Maske"
"4010355216168","https://cdn02.dm-static.com/images/mediacatalog/h4010355216168-1290286/productimage_170x260/1507895852000/4010355216168-1290286_org.png","0,95 €","DmBotItem","Kräuterbad Salbei & Limette"
"4010355407542","https://cdn02.dm-static.com/images/mediacatalog/h4010355407542-1337388/productimage_170x260/1508849356000/4010355407542-1337388_org.png","1,95 €","DmBotItem","Trockenspülung"
"4010355331427","https://cdn02.dm-static.com/images/mediacatalog/h4010355331427-1356903/productimage_170x260/1513846597000/4010355331427-1356903_org.png","4,95 €","DmBotItem","Teint Perfektion Augenbrauen-Pflege 2in1"
"4010355383990","https://cdn02.dm-static.com/images/mediacatalog/h4010355383990-1384423/productimage_170x260/1509122196000/4010355383990-1384423_org.png","1,15 €","DmBotItem","Cremebad Winterapfel"
"4010355388209","https://cdn02.dm-static.com/images/mediacatalog/h4010355388209-1397406/productimage_170x260/1512547579000/4010355388209-1397406_org.png","5,95 €","DmBotItem","Beauty Therapy Tagespflege LSF 15"
"4010355422637","https://cdn02.dm-static.com/images/mediacatalog/h4010355422637-1401770/productimage_170x260/1512547921000/4010355422637-1401770_org.png","1,45 €","DmBotItem","Handcreme Granatapfel"
"4010355082275","https://cdn02.dm-static.com/images/mediacatalog/h4010355082275-1316068/productimage_170x260/1507126541000/4010355082275-1316068_org.png","2,45 €","DmBotItem","Fußcreme Totes Meer"
"4010355105981","https://cdn02.dm-static.com/images/mediacatalog/h4010355105981-873426/productimage_170x260/1506525352000/4010355105981-873426_org.png","1,35 €","DmBotItem","Professional Shampoo Glossy Braun "
"4010355106001","https://cdn02.dm-static.com/images/mediacatalog/h4010355106001-873427/productimage_170x260/1509713405000/4010355106001-873427_org.png","1,35 €","DmBotItem","Professional Spülung Glossy Braun "
"4010355196606","https://cdn02.dm-static.com/images/mediacatalog/h4010355196606-879373/productimage_170x260/1509715846000/4010355196606-879373_org.png","0,65 €","DmBotItem","Shampoo Family"
"4010355212641","https://cdn02.dm-static.com/images/mediacatalog/h4010355212641-954148/productimage_170x260/1507281013000/4010355212641-954148_org.png","0,85 €","DmBotItem","Haarspray Invisible Power"
"4010355194176","https://cdn02.dm-static.com/images/mediacatalog/h4010355194176-959755/productimage_170x260/1507191030000/4010355194176-959755_org.png","0,40 €","DmBotItem","Maske Peel-Off, 2 x 8 ml"
"4010355194053","https://cdn02.dm-static.com/images/mediacatalog/h4010355194053-984536/productimage_170x260/1507101360000/4010355194053-984536_org.png","0,95 €","DmBotItem","Konzentrat Q10 Anti-Falten"
"4010355197566","https://cdn02.dm-static.com/images/mediacatalog/h4010355197566-992443/productimage_170x260/1507102243000/4010355197566-992443_org.png","1,95 €","DmBotItem","Tagespflege Q10 Anti-Falten Tagescreme"
"4010355197528","https://cdn02.dm-static.com/images/mediacatalog/h4010355197528-1013729/productimage_170x260/1507103155000/4010355197528-1013729_org.png","2,95 €","DmBotItem","Tagespflege Q10 Anti-Falten Energy 24h Pflege"
"4010355194350","https://cdn02.dm-static.com/images/mediacatalog/h4010355194350-1032026/productimage_170x260/1507471957000/4010355194350-1032026_org.png","0,95 €","DmBotItem","Konzentrat Lift Effect"
"4010355236272","https://cdn02.dm-static.com/images/mediacatalog/h4010355236272-1053189/productimage_170x260/1507191624000/4010355236272-1053189_org.png","0,75 €","DmBotItem","Maske Soft & Clear Anti Pickel Maske mit Tonerde"
"4010355215949","https://cdn02.dm-static.com/images/mediacatalog/h4010355215949-1052990/productimage_170x260/1509460086000/4010355215949-1052990_org.png","1,45 €","DmBotItem","Duschpeeling Beeren & Magnolie"
"4010355267467","https://cdn02.dm-static.com/images/mediacatalog/h4010355267467-1089729/productimage_170x260/1507191049000/4010355267467-1089729_org.png","0,40 €","DmBotItem","Maske Milch & Honig, 2 x 8 ml"
"4010355246585","https://cdn02.dm-static.com/images/mediacatalog/h4010355246585-1108152/productimage_170x260/1507271011000/4010355246585-1108152_org.png","0,95 €","DmBotItem","Küchenseife Granatapfel & Zitronengras"
"4010355267559","https://cdn02.dm-static.com/images/mediacatalog/h4010355267559-1112776/productimage_170x260/1507271041000/4010355267559-1112776_org.png","0,40 €","DmBotItem","Maske Anti-Falten"
"4010355267672","https://cdn02.dm-static.com/images/mediacatalog/h4010355267672-1131961/productimage_170x260/1507192213000/4010355267672-1131961_org.png","0,75 €","DmBotItem","Soft & Clear Anti-Pickel Peel-Off Maske"
"4010355295149","https://cdn02.dm-static.com/images/mediacatalog/h4010355295149-1135822/productimage_170x260/1508160463000/4010355295149-1135822_org.png","0,55 €","DmBotItem","sensitive Duschgel"
"4010355294869","https://cdn02.dm-static.com/images/mediacatalog/h4010355294869-1150160/productimage_170x260/1507194270000/4010355294869-1150160_org.png","0,55 €","DmBotItem","Duschgel Sport"
"4010355351043","https://cdn02.dm-static.com/images/mediacatalog/h4010355351043-1261248/productimage_170x260/1507202413000/4010355351043-1261248_org.png","7,95 €","DmBotItem","Rasierpinsel Professional"
"4010355341099","https://cdn02.dm-static.com/images/mediacatalog/h4010355341099-1223331/productimage_170x260/1508417355000/4010355341099-1223331_org.png","2,25 €","DmBotItem","Shampoo Ultra Sensitive"
"4010355369987","https://cdn02.dm-static.com/images/mediacatalog/h4010355369987-1282787/productimage_170x260/1507286418000/4010355369987-1282787_org.png","0,40 €","DmBotItem","Maske Feuchtigkeit, 2 x 8 ml"
"4010355275585","https://cdn02.dm-static.com/images/mediacatalog/h4010355275585-1297997/productimage_170x260/1507284050000/4010355275585-1297997_org.png","0,95 €","DmBotItem","Pflegende Reinigungstücher 3in1"
"4010355409157","https://cdn02.dm-static.com/images/mediacatalog/h4010355409157-1312700/productimage_170x260/1507617751000/4010355409157-1312700_org.png","0,95 €","DmBotItem","Schönheitsgeheimnisse Spülung Hafermilch"
"4010355370273","https://cdn02.dm-static.com/images/mediacatalog/h4010355370273-1333563/productimage_170x260/1513386058000/4010355370273-1333563_org.png","0,40 €","DmBotItem","Maske Tropical Dreams "
"4010355388360","https://cdn02.dm-static.com/images/mediacatalog/h4010355388360-1364960/productimage_170x260/1509458905000/4010355388360-1364960_org.png","0,55 €","DmBotItem","Dusche Rose Elegance"
"4010355439796","https://cdn02.dm-static.com/images/mediacatalog/h4010355439796-1357532/productimage_170x260/1512126931000/4010355439796-1357532_org.png","0,40 €","DmBotItem","Reinigende Maske"
"4010355388384","https://cdn02.dm-static.com/images/mediacatalog/h4010355388384-1379689/productimage_170x260/1511437515000/4010355388384-1379689_org.png","0,55 €","DmBotItem","Dusche White Gloss"
"4010355439444","https://cdn02.dm-static.com/images/mediacatalog/h4010355439444-1417904/productimage_170x260/1513329611000/4010355439444-1417904_org.png","2,95 €","DmBotItem","Flüssigseife No.12 Hafer & Sanddorn"
"4010355212702","https://cdn02.dm-static.com/images/mediacatalog/h4010355212702-954151/productimage_170x260/1507281013000/4010355212702-954151_org.png","0,85 €","DmBotItem","Haarlack Ultra Power"
"4010355214423","https://cdn02.dm-static.com/images/mediacatalog/h4010355214423-973622/productimage_170x260/1507194270000/4010355214423-973622_org.png","1,35 €","DmBotItem","Deo Zerstäuber Deodorant Sensitive"
"4010355236333","https://cdn02.dm-static.com/images/mediacatalog/h4010355236333-1311105/productimage_170x260/1507191625000/4010355236333-1311105_org.png","4,45 €","DmBotItem","Beauty Effect Nacht-Serum"
"4010355294906","https://cdn02.dm-static.com/images/mediacatalog/h4010355294906-1104883/productimage_170x260/1507465648000/4010355294906-1104883_org.png","1,55 €","DmBotItem","Rasiergel ultra sensitive"
"4010355340078","https://cdn02.dm-static.com/images/mediacatalog/h4010355340078-1240628/productimage_170x260/1507202433000/4010355340078-1240628_org.png","5,95 €","DmBotItem","Tagespflege Beauty Effect Tagescreme"
"4010355300300","https://cdn02.dm-static.com/images/mediacatalog/h4010355300300-1341553/productimage_170x260/1511167214000/4010355300300-1341553_org.png","2,45 €","DmBotItem","Tagespflege Urea Tagescreme"
"4010355392435","https://cdn02.dm-static.com/images/mediacatalog/h4010355392435-1290871/productimage_170x260/1507284013000/4010355392435-1290871_org.png","1,25 €","DmBotItem","Fuß- und Nagelbalsam"
"4010355341211","https://cdn02.dm-static.com/images/mediacatalog/h4010355341211-1300150/productimage_170x260/1507286434000/4010355341211-1300150_org.png","0,50 €","DmBotItem","Shampoo Farbglanz"
"4010355275622","https://cdn02.dm-static.com/images/mediacatalog/h4010355275622-1311471/productimage_170x260/1507286430000/4010355275622-1311471_org.png","0,95 €","DmBotItem","Reinigungstücher mit Aktivkohle"
"4010355383242","https://cdn02.dm-static.com/images/mediacatalog/h4010355383242-1310838/productimage_170x260/1514542644000/4010355383242-1310838_org.png","0,85 €","DmBotItem","Deo Spray Antitranspirant Extra Dry"
"4010355106148","https://cdn02.dm-static.com/images/mediacatalog/h4010355106148-873429/productimage_170x260/1506581149000/4010355106148-873429_org.png","1,35 €","DmBotItem","Professional Shampoo Colorschutz "
"4010355140005","https://cdn02.dm-static.com/images/mediacatalog/h4010355140005-881851/productimage_170x260/1506582052000/4010355140005-881851_org.png","1,75 €","DmBotItem","Trockenshampoo helles Haar"
"4010355207074","https://cdn02.dm-static.com/images/mediacatalog/h4010355207074-888761/productimage_170x260/1506582969000/4010355207074-888761_org.png","0,55 €","DmBotItem","Badesalz ""Perlen"" Tiefe Entspannung"
"4010355142641","https://cdn02.dm-static.com/images/mediacatalog/h4010355142641-897176/productimage_170x260/1507191026000/4010355142641-897176_org.png","1,95 €","DmBotItem","Styling Spray Glatt"
"4010355116437","https://cdn02.dm-static.com/images/mediacatalog/h4010355116437-905275/productimage_170x260/1506584745000/4010355116437-905275_org.png","1,45 €","DmBotItem","Styling Spray Hitzeschutz"
"4010355322715","https://cdn02.dm-static.com/images/mediacatalog/h4010355322715-1068745/productimage_170x260/1511830946000/4010355322715-1068745_org.png","0,55 €","DmBotItem","Badesalz Sinnliche Auszeit"
"4010355294722","https://cdn02.dm-static.com/images/mediacatalog/h4010355294722-1111808/productimage_170x260/1507270212000/4010355294722-1111808_org.png","0,85 €","DmBotItem","Deo Spray Deodorant Mango"
"4010355120557","https://cdn02.dm-static.com/images/mediacatalog/h4010355120557-1175447/productimage_170x260/1507113948000/4010355120557-1175447_org.png","3,95 €","DmBotItem","Tagespflege VITAL+ Tagescreme"
"4010355374288","https://cdn02.dm-static.com/images/mediacatalog/h4010355374288-1318849/productimage_170x260/1513558966000/4010355374288-1318849_org.png","0,95 €","DmBotItem","Lippenpflege  Sensitive DP"
"4010355340177","https://cdn02.dm-static.com/images/mediacatalog/h4010355340177-1229932/productimage_170x260/1510667360000/4010355340177-1229932_org.png","2,95 €","DmBotItem","Professional Haarmaske Oil Repair Intensiv "
"4010355388148","https://cdn02.dm-static.com/images/mediacatalog/h4010355388148-1348231/productimage_170x260/1507284605000/4010355388148-1348231_org.png","4,95 €","DmBotItem","Serum Dunkle Flecken Aufheller"
"4010355409959","https://cdn02.dm-static.com/images/mediacatalog/h4010355409959-1385885/productimage_170x260/1512548491000/4010355409959-1385885_org.png","1,15 €","DmBotItem","Körperlotion reichhaltige Bodymilk"
"4010355236173","https://cdn02.dm-static.com/images/mediacatalog/h4010355236173-1020934/productimage_170x260/1507104047000/4010355236173-1020934_org.png","2,55 €","DmBotItem","Getönte Tagescreme ""sand beige"""
"4010355332899","https://cdn02.dm-static.com/images/mediacatalog/h4010355332899-1125594/productimage_170x260/1508155949000/4010355332899-1125594_org.png","9,95 €","DmBotItem","Rasierklingen precision5 Flex-Pro"
"4010355332912","https://cdn02.dm-static.com/images/mediacatalog/h4010355332912-1125595/productimage_170x260/1507271040000/4010355332912-1125595_org.png","4,95 €","DmBotItem","Rasierklingen Revolution 5.1"
"4010355340375","https://cdn02.dm-static.com/images/mediacatalog/h4010355340375-1218392/productimage_170x260/1507271035000/4010355340375-1218392_org.png","1,95 €","DmBotItem","Waschgel mit Aktivkohle"
"4010355392312","https://cdn02.dm-static.com/images/mediacatalog/h4010355392312-1245747/productimage_170x260/1507120236000/4010355392312-1245747_org.png","3,95 €","DmBotItem","Nagel Pflegeöl"
"4010355340337","https://cdn02.dm-static.com/images/mediacatalog/h4010355340337-1277963/productimage_170x260/1507284044000/4010355340337-1277963_org.png","2,95 €","DmBotItem","Professional 2in1 Haarbutter Locken "
"4010355142689","https://cdn02.dm-static.com/images/mediacatalog/h4010355142689-897180/productimage_170x260/1507191027000/4010355142689-897180_org.png","1,75 €","DmBotItem","Styling Lockenlotion"
"4010355173669","https://cdn02.dm-static.com/images/mediacatalog/h4010355173669-895891/productimage_170x260/1506583848000/4010355173669-895891_org.png","1,65 €","DmBotItem","Fußbad Vital"
"4010355217936","https://cdn02.dm-static.com/images/mediacatalog/h4010355217936-1067923/productimage_170x260/1507106778000/4010355217936-1067923_org.png","1,95 €","DmBotItem","Fußbad Urea"
"4010355247070","https://cdn02.dm-static.com/images/mediacatalog/h4010355247070-1116765/productimage_170x260/1510298900000/4010355247070-1116765_org.png","1,45 €","DmBotItem","Styling Spray Beach-Style Salz-Spray"
"4010355332974","https://cdn02.dm-static.com/images/mediacatalog/h4010355332974-1125597/productimage_170x260/1507271034000/4010355332974-1125597_org.png","4,95 €","DmBotItem","3-Klingen Rasierklingen"
"4010355322975","https://cdn02.dm-static.com/images/mediacatalog/h4010355322975-1129876/productimage_170x260/1510323203000/4010355322975-1129876_org.png","2,95 €","DmBotItem","After Shave Balsam ultra sensitive"
"4010355340979","https://cdn02.dm-static.com/images/mediacatalog/h4010355340979-1131960/productimage_170x260/1507203768000/4010355340979-1131960_org.png","0,95 €","DmBotItem","Handcreme pH 5,5 hautneutral"
"4010355258632","https://cdn02.dm-static.com/images/mediacatalog/h4010355258632-1206850/productimage_170x260/1508415563000/4010355258632-1206850_org.png","1,25 €","DmBotItem","Enthaarungscreme"
"4010355409133","https://cdn02.dm-static.com/images/mediacatalog/h4010355409133-1312423/productimage_170x260/1507486348000/4010355409133-1312423_org.png","0,95 €","DmBotItem","Schönheitsgeheimnisse Shampoo Hafermilch"
"4010355409119","https://cdn02.dm-static.com/images/mediacatalog/h4010355409119-1312699/productimage_170x260/1507486348000/4010355409119-1312699_org.png","0,95 €","DmBotItem","Schönheitsgeheimnisse Shampoo Zitronenminze"
"4010355341914","https://cdn02.dm-static.com/images/mediacatalog/h4010355341914-1312697/productimage_170x260/1507617751000/4010355341914-1312697_org.png","0,95 €","DmBotItem","Schönheitsgeheimnisse Shampoo Roter Mohn"
"4010355413680","https://cdn02.dm-static.com/images/mediacatalog/h4010355413680-1330135/productimage_170x260/1507284057000/4010355413680-1330135_org.png","0,30 €","DmBotItem","Seifenstück Milch & Honig"
"4010355384232","https://cdn02.dm-static.com/images/mediacatalog/h4010355384232-1395182/productimage_170x260/1512113655000/4010355384232-1395182_org.png","0,95 €","DmBotItem","Duschgel Ocean Girl"
"4010355929631","https://cdn02.dm-static.com/images/mediacatalog/h4010355929631-727148/productimage_170x260/1506502834000/4010355929631-727148_org.png","1,95 €","DmBotItem","Tagespflege reichhaltige Tagescreme"
"4010355082176","https://cdn02.dm-static.com/images/mediacatalog/h4010355082176-966631/productimage_170x260/1507100438000/4010355082176-966631_org.png","1,95 €","DmBotItem","Hornhautreduziercreme"
"4010355080691","https://cdn02.dm-static.com/images/mediacatalog/h4010355080691-830062/productimage_170x260/1506521743000/4010355080691-830062_org.png","1,95 €","DmBotItem","Feuchtigkeitsspendende Nachtcreme"
"4010355117830","https://cdn02.dm-static.com/images/mediacatalog/h4010355117830-858786/productimage_170x260/1506523566000/4010355117830-858786_org.png","1,35 €","DmBotItem","Professional Shampoo Coffein "
"4010355995308","https://cdn02.dm-static.com/images/mediacatalog/h4010355995308-727361/productimage_170x260/1507201229000/4010355995308-727361_org.png","3,95 €","DmBotItem","Serum Beauty Effect Hyaluron Booster"
"4010355318688","https://cdn02.dm-static.com/images/mediacatalog/h4010355318688-1129872/productimage_170x260/1508161358000/4010355318688-1129872_org.png","0,95 €","DmBotItem","Duschgel wake up call "
"4010355106520","https://cdn02.dm-static.com/images/mediacatalog/h4010355106520-879524/productimage_170x260/1509712914000/4010355106520-879524_org.png","1,35 €","DmBotItem","Professional Spülung Fülle + Pracht "
"4010355384010","https://cdn02.dm-static.com/images/mediacatalog/h4010355384010-1384421/productimage_170x260/1509616032000/4010355384010-1384421_org.png","1,15 €","DmBotItem","Cremebad Vanille & brauner Zucker"
"4010355195180","https://cdn02.dm-static.com/images/mediacatalog/h4010355195180-956698/productimage_170x260/1510827561000/4010355195180-956698_org.png","5,95 €","DmBotItem","Getönte Tagescreme Teint Perfektion Magic Teint Creme"
"4010355331281","https://cdn02.dm-static.com/images/mediacatalog/h4010355331281-1162811/productimage_170x260/1507271923000/4010355331281-1162811_org.png","2,95 €","DmBotItem","Bart-Waschschaum"
"4010355222497","https://cdn02.dm-static.com/images/mediacatalog/h4010355222497-1230475/productimage_170x260/1507117559000/4010355222497-1230475_org.png","14,95 €","DmBotItem","Elektrischer Hornhautentferner"
"4010355295309","https://cdn02.dm-static.com/images/mediacatalog/h4010355295309-1245743/productimage_170x260/1507282223000/4010355295309-1245743_org.png","0,85 €","DmBotItem","Deo Spray Paradiesblüten"
"4010355340313","https://cdn02.dm-static.com/images/mediacatalog/h4010355340313-1260855/productimage_170x260/1507284020000/4010355340313-1260855_org.png","2,95 €","DmBotItem","Professional Creme-Kur Oil Repair Schwerelos "
"4010355439468","https://cdn02.dm-static.com/images/mediacatalog/h4010355439468-1437601/productimage_170x260/1513594831000/4010355439468-1437601_org.png","2,95 €","DmBotItem","Flüssigseife Lilienblüte & Cassis"
"4010355439505","https://cdn02.dm-static.com/images/mediacatalog/h4010355439505-1437606/productimage_170x260/1513594831000/4010355439505-1437606_org.png","2,95 €","DmBotItem","Flüssigseife Apfelblüte & Minze"
"4010355991812","https://cdn02.dm-static.com/images/mediacatalog/h4010355991812-727291/productimage_170x260/1511830931000/4010355991812-727291_org.png","1,25 €","DmBotItem","Hornhautentferner Raspel"
"4010355117670","https://cdn02.dm-static.com/images/mediacatalog/h4010355117670-843243/productimage_170x260/1506522641000/4010355117670-843243_org.png","2,75 €","DmBotItem","Körpermilch 15 % Urea Sofortpflege"
"4010355106360","https://cdn02.dm-static.com/images/mediacatalog/h4010355106360-877752/productimage_170x260/1507189822000/4010355106360-877752_org.png","0,85 €","DmBotItem","Professional 1-Minute Intensivkur More Blond "
"4010355106063","https://cdn02.dm-static.com/images/mediacatalog/h4010355106063-881842/productimage_170x260/1506582052000/4010355106063-881842_org.png","1,35 €","DmBotItem","Professional Spülung Glossy Blond "
"4010355171498","https://cdn02.dm-static.com/images/mediacatalog/h4010355171498-882895/productimage_170x260/1506582054000/4010355171498-882895_org.png","1,25 €","DmBotItem","Schaumhandseife Garten Eden"
"4010355195104","https://cdn02.dm-static.com/images/mediacatalog/h4010355195104-985155/productimage_170x260/1507191034000/4010355195104-985155_org.png","1,95 €","DmBotItem","Fußbalsam Lovely"
"4010355246660","https://cdn02.dm-static.com/images/mediacatalog/h4010355246660-1079377/productimage_170x260/1507191601000/4010355246660-1079377_org.png","1,15 €","DmBotItem","Pflegecreme Melkfett Ringelblume"
"4010355247018","https://cdn02.dm-static.com/images/mediacatalog/h4010355247018-1116641/productimage_170x260/1507270224000/4010355247018-1116641_org.png","3,95 €","DmBotItem","Bartpflege 3-Tage-Bart fresh"
"4010355318701","https://cdn02.dm-static.com/images/mediacatalog/h4010355318701-1129871/productimage_170x260/1508160463000/4010355318701-1129871_org.png","0,95 €","DmBotItem","Duschgel arctic fresh"
"4010355323019","https://cdn02.dm-static.com/images/mediacatalog/h4010355323019-1129877/productimage_170x260/1510073650000/4010355323019-1129877_org.png","1,95 €","DmBotItem","Waschgel clear + care 3in1"
"4010355332837","https://cdn02.dm-static.com/images/mediacatalog/h4010355332837-1138334/productimage_170x260/1507465648000/4010355332837-1138334_org.png","1,95 €","DmBotItem","Einwegrasierer 3 Klingen"
"4010355295125","https://cdn02.dm-static.com/images/mediacatalog/h4010355295125-1135821/productimage_170x260/1508154149000/4010355295125-1135821_org.png","0,85 €","DmBotItem","Deo Spray Antitranspirant invisible dry"
"4010355322838","https://cdn02.dm-static.com/images/mediacatalog/h4010355322838-1140641/productimage_170x260/1507271921000/4010355322838-1140641_org.png","0,85 €","DmBotItem","Rasierschaum fresh"
"4010355135278","https://cdn02.dm-static.com/images/mediacatalog/h4010355135278-1163018/productimage_170x260/1507113938000/4010355135278-1163018_org.png","2,95 €","DmBotItem","Mizellenwasser Mischhaut und sensible Haut"
"4010355135513","https://cdn02.dm-static.com/images/mediacatalog/h4010355135513-1310837/productimage_170x260/1507127437000/4010355135513-1310837_org.png","1,45 €","DmBotItem","Föhnlotion Volumen Effekt"
"4010355318565","https://cdn02.dm-static.com/images/mediacatalog/h4010355318565-1129870/productimage_170x260/1507281033000/4010355318565-1129870_org.png","0,50 €","DmBotItem","Shampoo fresh"
"4010355318589","https://cdn02.dm-static.com/images/mediacatalog/h4010355318589-1131718/productimage_170x260/1508159547000/4010355318589-1131718_org.png","0,50 €","DmBotItem","Shampoo sensitive"
"4010355318725","https://cdn02.dm-static.com/images/mediacatalog/h4010355318725-1129873/productimage_170x260/1508161358000/4010355318725-1129873_org.png","0,55 €","DmBotItem","Duschgel ready!"
"4010355298225","https://cdn02.dm-static.com/images/mediacatalog/h4010355298225-1128119/productimage_170x260/1507195161000/4010355298225-1128119_org.png","3,95 €","DmBotItem","Tagespflege Hydrogel fresh"
"4010355322876","https://cdn02.dm-static.com/images/mediacatalog/h4010355322876-1129875/productimage_170x260/1507208265000/4010355322876-1129875_org.png","0,65 €","DmBotItem","Rasiercreme sensitive"
"4010355236135","https://cdn02.dm-static.com/images/mediacatalog/h4010355236135-1305626/productimage_170x260/1507189220000/4010355236135-1305626_org.png","1,95 €","DmBotItem","Waschgel 3in1 Reinigung Peeling Maske"
"4010355995544","https://cdn02.dm-static.com/images/mediacatalog/h4010355995544-727377/productimage_170x260/1506501933000/4010355995544-727377_org.png","2,95 €","DmBotItem","Tagespflege Aqua Feuchtigkeitsserum"
"4010355372185","https://cdn02.dm-static.com/images/mediacatalog/h4010355372185-1256822/productimage_170x260/1508164958000/4010355372185-1256822_org.png","0,95 €","DmBotItem","Mizellen Augen Make-up Entferner Pads ölfrei"
"4010355409430","https://cdn02.dm-static.com/images/mediacatalog/h4010355409430-1332159/productimage_170x260/1507282240000/4010355409430-1332159_org.png","0,55 €","DmBotItem","Duschgel Deep Forest 3in1"
"4010355173645","https://cdn02.dm-static.com/images/mediacatalog/h4010355173645-852791/productimage_170x260/1506581154000/4010355173645-852791_org.png","1,45 €","DmBotItem","Fußpuder"
"4010355340771","https://cdn02.dm-static.com/images/mediacatalog/h4010355340771-1261128/productimage_170x260/1507286416000/4010355340771-1261128_org.png","0,65 €","DmBotItem","for girls Shampoo & Dusche"
"4010355340757","https://cdn02.dm-static.com/images/mediacatalog/h4010355340757-1290860/productimage_170x260/1507286433000/4010355340757-1290860_org.png","0,65 €","DmBotItem","for boys Shampoo&Dusche"
"4010355296467","https://cdn02.dm-static.com/images/mediacatalog/h4010355296467-1256818/productimage_170x260/1507286414000/4010355296467-1256818_org.png","0,85 €","DmBotItem","Deo Spray Deodorant Sensitive @"
"4010355341396","https://cdn02.dm-static.com/images/mediacatalog/h4010355341396-1290867/productimage_170x260/1507284606000/4010355341396-1290867_org.png","0,50 €","DmBotItem","Shampoo Anti-Schuppen"
"4010355991843","https://cdn02.dm-static.com/images/mediacatalog/h4010355991843-821594/productimage_170x260/1506514592000/4010355991843-821594_org.png","0,95 €","DmBotItem","Hornhautentferner Feile"
"4010355024558","https://cdn02.dm-static.com/images/mediacatalog/h4010355024558-805180/productimage_170x260/1506511845000/4010355024558-805180_org.png","0,95 €","DmBotItem","Kräuterbad Lavendel"
"4010355024534","https://cdn02.dm-static.com/images/mediacatalog/h4010355024534-805181/productimage_170x260/1506512815000/4010355024534-805181_org.png","0,95 €","DmBotItem","Kräuterbad Eukalyptus"
"4010355340658","https://cdn02.dm-static.com/images/mediacatalog/h4010355340658-1305623/productimage_170x260/1507286430000/4010355340658-1305623_org.png","1,95 €","DmBotItem","Soft & Clear Anti-Pickel Waschgel"
"4010355275646","https://cdn02.dm-static.com/images/mediacatalog/h4010355275646-1306932/productimage_170x260/1507286434000/4010355275646-1306932_org.png","1,25 €","DmBotItem","VITAL Feuchtigkeitsspendende Creme-Reinigungstücher"
"4010355440730","https://cdn02.dm-static.com/images/mediacatalog/h4010355440730-1330934/productimage_170x260/1508320157000/4010355440730-1330934_org.png","2,75 €","DmBotItem","Peel-Off Maske"
"4010355346742","https://cdn02.dm-static.com/images/mediacatalog/h4010355346742-1377481/productimage_170x260/1509459329000/4010355346742-1377481_org.png","0,95 €","DmBotItem","Lippenpflege Vaseline"
"4010355417152","https://cdn02.dm-static.com/images/mediacatalog/h4010355417152-1377475/productimage_170x260/1510189315000/4010355417152-1377475_org.png","2,75 €","DmBotItem","Mousse to Oil Körperschaum"
"4010355341150","https://cdn02.dm-static.com/images/mediacatalog/h4010355341150-1290863/productimage_170x260/1507287011000/4010355341150-1290863_org.png","0,50 €","DmBotItem","Shampoo Feuchtigkeit"
